type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1,7.7,-0.7765287894989963,0.18,1.4586150226995167,0.232379000772445,4.242640687119285,11.958260743101398,0.99392,3.12,0.51,2.379546134130174,0
1,8.8,-1.6607312068216509,0.3,1.791759469228055,0.1673320053068151,5.830951894845301,10.954451150103322,0.99242,2.94,0.47,2.4159137783010487,0
1,8.8,-1.3093333199837622,0.25,1.791759469228055,0.15491933384829668,7.211102550927978,9.9498743710662,0.9925,2.87,0.49,2.4336133554004498,0
1,5.8,-1.7147984280919266,0.28,0.832909122935104,0.18439088914585774,3.0,9.695359714832659,0.99092,3.21,0.52,2.4159137783010487,0
1,5.8,-1.8971199848858813,0.32,0.7884573603642702,0.19235384061671346,3.7416573867739413,10.908712114635714,0.99137,3.19,0.5,2.322387720290225,0
1,7.1,-1.1394342831883648,0.3,2.388762789235098,0.2024845673131659,7.937253933193772,13.856406460551018,0.99642,3.12,0.49,2.322387720290225,0
1,6.2,-1.4696759700589417,0.35,0.5306282510621704,0.22583179581272428,4.898979485566356,10.535653752852738,0.9916,3.37,0.43,2.3978952727983707,0
1,8.9,-1.2039728043259361,0.35,1.7227665977411035,0.17888543819998318,5.656854249492381,12.165525060596439,0.99458,3.15,0.45,2.4423470353692043,1
1,6.0,-1.9661128563728327,0.17,1.8870696490323797,0.18973665961010275,6.082762530298219,11.269427669584644,0.99373,3.05,0.57,2.2823823856765264,0
1,6.8,-1.4271163556401458,0.29,2.3513752571634776,0.20493901531919198,7.483314773547883,12.529964086141668,0.99586,3.11,0.51,2.312535423847214,0
1,6.7,-1.5606477482646683,0.48,2.760009940032921,0.22360679774997896,5.5677643628300215,13.96424004376894,0.99942,2.95,0.75,2.174751721484161,0
1,6.1,-1.2039728043259361,0.3,1.1314021114911006,0.17606816861659008,7.0710678118654755,12.767145334803704,0.9895,3.39,0.43,2.5416019934645457,1
1,7.2,-0.9942522733438669,0.4,2.533696813957432,0.17888543819998318,5.830951894845301,14.628738838327793,0.9963,3.1,0.51,2.2823823856765264,0
1,6.7,-0.4462871026284195,0.3,0.7884573603642702,0.17320508075688773,4.242640687119285,8.717797887081348,0.9892,3.16,0.6,2.5572273113676265,0
1,6.3,-1.2378743560016174,0.28,1.7404661748405046,0.24289915602982237,5.291502622129181,9.0,0.99036,3.24,0.56,2.5416019934645457,1
1,6.2,-1.2729656758128873,0.28,1.667706820558076,0.161245154965971,4.69041575982343,10.246950765959598,0.989,2.98,0.64,2.5726122302071057,1
1,7.1,-1.7147984280919266,0.39,2.740840023925201,0.22583179581272428,6.928203230275509,12.489995996796797,0.99947,3.35,0.78,2.2082744135228043,0
1,6.4,-1.1394342831883648,0.27,1.7749523509116738,0.18439088914585774,4.242640687119285,11.045361017187261,0.9916,3.36,0.71,2.5257286443082556,0
1,7.1,-1.7719568419318752,0.4,2.744060638625243,0.216794833886788,6.855654600401044,12.489995996796797,0.99945,3.34,0.78,2.2082744135228043,0
1,5.8,-1.4271163556401458,0.26,2.402430427963762,0.19748417658131498,7.937253933193772,12.727922061357855,0.99375,3.33,0.5,2.4159137783010487,0
1,7.1,-1.7147984280919266,0.39,2.7880929087757464,0.216794833886788,6.708203932499369,12.569805089976535,0.99946,3.34,0.77,2.2082744135228043,0
1,7.8,-1.2378743560016174,0.29,1.423108334242607,0.20976176963403032,6.4031242374328485,10.816653826391969,0.99153,3.24,0.35,2.4423470353692043,0
1,6.2,-1.3664917338237108,0.27,0.832909122935104,0.19235384061671346,5.477225575051661,9.273618495495704,0.98834,3.05,0.59,2.5572273113676265,1
1,8.2,-1.0788096613719298,0.29,1.824549292051046,0.27568097504180444,4.358898943540674,9.591663046625438,0.99138,2.95,0.39,2.5257286443082556,0
1,6.5,-1.4271163556401458,0.28,0.7419373447293773,0.18439088914585774,5.0990195135927845,9.1104335791443,0.98928,3.25,0.33,2.509599262378372,0
1,6.9,-1.4271163556401458,0.23,2.0918640616783932,0.2024845673131659,4.47213595499958,9.848857801796104,0.99246,3.1,0.85,2.4336133554004498,0
1,6.7,-0.916290731874155,0.22,2.2823823856765264,0.22803508501982758,4.898979485566356,10.63014581273465,0.99576,3.22,0.45,2.2407096892759584,0
1,6.8,-1.7719568419318752,0.32,0.8754687373538999,0.2,5.916079783099616,10.295630140987,0.99026,3.16,0.66,2.4849066497880004,0
1,7.1,-1.3862943611198906,0.28,0.7884573603642702,0.2,5.5677643628300215,10.535653752852738,0.99174,3.18,0.53,2.4069451083182885,0
1,5.9,-1.3093333199837622,0.27,1.791759469228055,0.18708286933869708,3.7416573867739413,9.848857801796104,0.99058,3.1,0.33,2.468099531471619,1
1,6.0,-1.8325814637483102,0.22,0.9555114450274363,0.20493901531919198,6.0,10.295630140987,0.9905,3.24,0.32,2.4336133554004498,0
1,6.6,-1.8971199848858813,0.32,1.9459101490553132,0.1816590212458495,7.681145747868608,11.313708498984761,0.99192,3.19,0.71,2.4932054526026954,1
1,7.3,-1.0788096613719298,0.3,2.341805806147327,0.23874672772626646,5.830951894845301,13.341664064126334,0.99554,3.15,0.44,2.341805806147327,0
1,6.0,-1.7719568419318752,0.29,2.3702437414678603,0.20976176963403032,5.744562646538029,9.899494936611665,0.99536,3.12,0.36,2.2192034840549946,0
1,6.7,-0.7550225842780328,0.29,1.749199854809259,0.18439088914585774,5.385164807134504,11.575836902790225,0.99056,3.29,0.46,2.5649493574615367,1
1,6.6,-1.5606477482646683,0.29,1.8484548129046001,0.17029386365926402,6.557438524302,10.295630140987,0.99112,2.93,0.43,2.4423470353692043,1
1,8.0,-1.4271163556401458,0.48,2.0541237336955462,0.216794833886788,3.605551275463989,11.575836902790225,0.99616,3.23,0.7,2.302585092994046,0
1,5.6,-1.0788096613719298,0.3,2.066862759472976,0.19493588689617927,4.795831523312719,9.433981132056603,0.99266,3.25,0.49,2.4069451083182885,0
1,5.8,-0.616186139423817,0.0,0.8754687373538999,0.1816590212458495,6.324555320336759,10.344080432788601,0.98918,3.26,0.35,2.517696472610991,0
1,7.3,-1.4696759700589417,0.24,0.6418538861723948,0.17606816861659008,5.385164807134504,9.273618495495704,0.98926,2.9,0.38,2.501435951739211,0
1,6.0,-0.941608539858445,0.13,0.7884573603642702,0.20493901531919198,7.745966692414834,13.114877048604,0.99114,3.06,0.52,2.3608540011180215,0
1,6.1,-2.2537949288246137,0.31,0.832909122935104,0.19235384061671346,7.416198487095663,12.041594578792296,0.9912,3.41,0.41,2.4069451083182885,1
1,5.8,-1.1394342831883648,0.2,1.2809338454620642,0.16431676725154984,4.123105625617661,11.090536506409418,0.98936,3.36,0.78,2.631888840136646,1
1,7.6,-1.5141277326297755,0.28,2.5649493574615367,0.23664319132398465,8.246211251235321,11.958260743101398,0.9983,2.99,0.3,2.2192034840549946,0
1,6.8,-1.6607312068216509,0.4,2.3841650799864684,0.2345207879911715,6.4031242374328485,10.14889156509222,0.99532,2.98,0.56,2.3513752571634776,0
1,6.8,-1.7719568419318752,0.34,1.0986122886681098,0.2,6.164414002968976,10.535653752852738,0.99,3.24,0.45,2.5572273113676265,0
1,6.2,-1.2039728043259361,0.31,0.9555114450274363,0.18708286933869708,6.324555320336759,10.295630140987,0.98914,3.26,0.39,2.5572273113676265,1
1,6.9,-1.2378743560016174,0.41,2.174751721484161,0.21447610589527216,7.211102550927978,13.076696830622021,0.99537,3.12,0.51,2.2617630984737906,0
1,6.8,-1.6607312068216509,0.34,1.0647107369924282,0.2,6.4031242374328485,10.392304845413264,0.99,3.25,0.45,2.5572273113676265,0
1,6.6,-1.4271163556401458,0.27,2.424802725718295,0.216794833886788,7.3484692283495345,14.798648586948742,0.99742,3.04,0.45,2.174751721484161,0
1,6.6,-1.8325814637483102,0.36,0.7419373447293773,0.17606816861659008,5.196152422706632,9.643650760992955,0.98884,3.23,0.34,2.580216829592325,1
1,6.7,-1.8325814637483102,0.36,1.0986122886681098,0.21213203435596426,4.898979485566356,11.445523142259598,0.99284,3.3,0.59,2.3513752571634776,0
1,6.5,-1.2039728043259361,0.27,1.6094379124341003,0.19493588689617927,6.082762530298219,9.848857801796104,0.99026,3.2,0.6,2.533696813957432,1
1,6.5,-1.5141277326297755,0.19,0.7419373447293773,0.25298221281347033,6.0,13.820274961085254,0.99297,3.05,0.5,2.2512917986064953,0
1,6.2,-1.0216512475319814,0.45,2.4336133554004498,0.2449489742783178,4.69041575982343,13.564659966250536,0.99711,3.31,0.56,2.2823823856765264,0
1,6.2,-0.9942522733438669,0.24,1.9600947840472698,0.17888543819998318,4.358898943540674,9.273618495495704,0.98934,3.04,0.26,2.5952547069568657,1
1,7.6,-1.171182981502945,0.24,1.0296194171811581,0.19235384061671346,6.244997998398398,12.24744871391589,0.9913,3.05,0.44,2.468099531471619,1
1,5.9,-1.1394342831883648,0.28,1.7404661748405046,0.19748417658131498,5.830951894845301,9.695359714832659,0.98964,3.22,0.57,2.5726122302071057,1
1,5.8,-1.5141277326297755,0.3,0.7419373447293773,0.216794833886788,6.0,11.445523142259598,0.992,3.26,0.45,2.341805806147327,0
1,5.4,-0.7985076962177716,0.27,2.0014800002101243,0.1816590212458495,4.47213595499958,10.099504938362077,0.98944,3.22,0.27,2.5952547069568657,1
1,6.1,-1.0216512475319814,0.26,2.21375387928743,0.18708286933869708,3.7416573867739413,9.38083151964686,0.99031,3.06,0.27,2.5649493574615367,1
1,7.5,-1.5606477482646683,0.32,1.7578579175523736,0.23664319132398465,6.244997998398398,10.63014581273465,0.99393,3.11,0.52,2.322387720290225,1
1,6.9,-1.2729656758128873,0.33,0.7884573603642702,0.19748417658131498,4.0,9.899494936611665,0.9904,3.07,0.39,2.4595888418037104,0
1,7.8,-1.6094379124341003,0.2,0.8754687373538999,0.18973665961010275,5.0,9.1104335791443,0.99088,3.03,0.46,2.4595888418037104,0
1,6.7,-1.2729656758128873,0.31,2.128231705849268,0.2024845673131659,2.6457513110645907,9.0,0.99254,3.04,0.47,2.4336133554004498,1
1,8.0,-1.6094379124341003,0.44,0.6931471805599453,0.23874672772626646,4.898979485566356,10.535653752852738,0.99158,3.09,0.32,2.4159137783010487,0
1,6.0,-1.2729656758128873,0.27,2.803360380906535,0.18973665961010275,5.5677643628300215,11.575836902790225,0.99408,3.19,0.44,2.5649493574615367,1
1,6.7,-1.4271163556401458,0.36,2.2407096892759584,0.20493901531919198,6.48074069840786,11.090536506409418,0.99473,3.34,0.52,2.388762789235098,0
1,6.3,-1.5141277326297755,0.28,1.2237754316221157,0.20493901531919198,6.164414002968976,10.099504938362077,0.98998,3.14,0.37,2.451005098112319,1
1,6.0,-1.4271163556401458,0.28,1.599387576580599,0.19493588689617927,7.810249675906654,11.575836902790225,0.99146,3.3,0.54,2.424802725718295,1
1,6.4,-1.2039728043259361,0.36,1.0986122886681098,0.22803508501982758,4.242640687119285,11.874342087037917,0.99273,3.38,0.53,2.3513752571634776,0
1,6.1,-1.1086626245216111,0.3,1.3862943611198906,0.18973665961010275,5.477225575051661,11.135528725660043,0.98922,3.31,0.4,2.5726122302071057,1
1,6.7,-1.2378743560016174,0.45,2.72785282839839,0.232379000772445,5.477225575051661,13.45362404707371,0.99869,3.14,0.57,2.2082744135228043,0
1,6.9,-1.1086626245216111,0.31,1.6486586255873816,0.2,4.58257569495584,9.643650760992955,0.9896,3.18,0.48,2.5952547069568657,1
1,6.5,-1.8325814637483102,0.34,0.8754687373538999,0.17029386365926402,5.385164807134504,11.532562594670797,0.99108,3.33,0.64,2.4423470353692043,1
1,6.0,-1.6094379124341003,0.32,1.3862943611198906,0.17606816861659008,5.0990195135927845,10.862780491200215,0.99134,3.38,0.68,2.4159137783010487,1
1,7.5,-1.1086626245216111,0.28,1.7749523509116738,0.20493901531919198,4.58257569495584,12.449899597988733,0.99385,3.36,0.57,2.388762789235098,0
1,7.1,-1.0216512475319814,0.28,1.2237754316221157,0.18973665961010275,5.916079783099616,10.723805294763608,0.98936,3.19,0.44,2.6026896854443837,1
1,6.4,-1.3470736479666092,0.25,2.4595888418037104,0.21447610589527216,8.12403840463596,13.379088160259652,0.99606,3.17,0.55,2.2925347571405443,0
1,7.0,-1.5141277326297755,0.24,2.4849066497880004,0.2024845673131659,8.660254037844387,12.922847983320086,0.99508,2.98,0.56,2.3513752571634776,0
1,6.5,-1.6607312068216509,0.28,0.8754687373538999,0.21447610589527216,4.69041575982343,9.486832980505138,0.99038,3.18,0.51,2.4595888418037104,1
1,6.3,-1.5606477482646683,0.31,0.7884573603642702,0.2073644135332772,5.477225575051661,10.816653826391969,0.99158,3.49,0.68,2.3978952727983707,0
1,7.9,-1.0498221244986778,0.28,2.631888840136646,0.17888543819998318,3.605551275463989,7.937253933193772,0.9932,2.99,0.43,2.5649493574615367,0
1,7.7,-0.9675840262617056,0.23,2.468099531471619,0.17320508075688773,5.291502622129181,9.746794344808963,0.99164,2.93,0.41,2.6100697927420065,0
1,6.8,-1.6607312068216509,0.33,0.832909122935104,0.17606816861659008,4.69041575982343,9.327379053088816,0.98987,3.08,0.62,2.509599262378372,1
1,7.2,-1.1086626245216111,0.34,1.0986122886681098,0.20976176963403032,7.810249675906654,13.076696830622021,0.98947,3.25,0.53,2.5877640352277083,1
1,6.6,-1.2378743560016174,0.29,1.0296194171811581,0.18973665961010275,6.164414002968976,10.099504938362077,0.98819,3.08,0.42,2.617395832834079,1
1,7.5,-1.6094379124341003,0.41,0.7884573603642702,0.22360679774997896,5.0990195135927845,11.445523142259598,0.99133,3.19,0.52,2.4069451083182885,0
1,6.9,-1.1086626245216111,0.62,2.1400661634962708,0.19493588689617927,6.782329983125268,11.489125293076057,0.99143,3.23,0.43,2.5952547069568657,1
1,5.9,-1.4696759700589417,0.24,1.5686159179138452,0.19493588689617927,7.810249675906654,12.328828005937952,0.99139,3.31,0.5,2.424802725718295,1
1,6.6,-1.1394342831883648,0.41,2.1041341542702074,0.21908902300206645,7.416198487095663,13.341664064126334,0.99537,3.2,0.46,2.2407096892759584,0
1,5.3,-1.0216512475319814,0.27,1.9878743481543455,0.1673320053068151,6.324555320336759,11.489125293076057,0.99186,3.37,0.4,2.451005098112319,0
1,8.9,-1.3093333199837622,0.28,0.5877866649021191,0.15491933384829668,5.385164807134504,11.313708498984761,0.98984,3.01,0.35,2.517696472610991,0
1,7.6,-1.4696759700589417,0.29,2.2617630984737906,0.23021728866442676,8.06225774829855,12.083045973594572,0.9963,3.11,0.32,2.2823823856765264,0
1,7.1,-1.0498221244986778,0.27,1.410986973710262,0.18439088914585774,5.291502622129181,11.575836902790225,0.9897,3.26,0.38,2.5726122302071057,1
1,7.2,-1.171182981502945,0.35,2.1041341542702074,0.21447610589527216,6.708203932499369,13.341664064126334,0.9955,3.14,0.53,2.272125885509337,0
1,6.4,-1.2729656758128873,0.44,2.0918640616783932,0.21908902300206645,7.0,13.379088160259652,0.99528,3.15,0.48,2.2192034840549946,0
1,7.2,-1.4696759700589417,0.46,2.0014800002101243,0.18973665961010275,4.123105625617661,9.219544457292887,0.99279,3.1,0.78,2.4595888418037104,0
1,6.6,-1.5141277326297755,0.3,2.7536607123542622,0.21213203435596426,7.0710678118654755,11.661903789690601,0.99704,3.14,0.37,2.3608540011180215,0
1,7.2,-1.4271163556401458,0.28,1.0647107369924282,0.17888543819998318,5.477225575051661,9.591663046625438,0.9914,3.1,0.39,2.388762789235098,0
1,6.5,-1.2729656758128873,0.25,1.7578579175523736,0.17029386365926402,7.3484692283495345,11.313708498984761,0.99074,3.17,0.44,2.501435951739211,1
1,7.2,-1.3093333199837622,0.31,0.7884573603642702,0.17606816861659008,5.196152422706632,8.94427190999916,0.98892,3.03,0.33,2.5416019934645457,0
1,7.8,-1.2729656758128873,0.25,1.4816045409242156,0.15491933384829668,5.196152422706632,9.9498743710662,0.98959,2.98,0.37,2.5649493574615367,0
1,8.1,-1.3470736479666092,0.27,1.667706820558076,0.17320508075688773,6.557438524302,11.090536506409418,0.99212,3.16,0.33,2.4159137783010487,0
1,6.6,-1.4696759700589417,0.37,2.2512917986064953,0.18973665961010275,6.782329983125268,12.36931687685298,0.99576,3.2,0.48,2.2407096892759584,0
1,6.0,-1.1086626245216111,0.2,1.0296194171811581,0.17606816861659008,7.0,12.609520212918492,0.9919,3.41,0.53,2.3978952727983707,0
1,6.2,-0.7550225842780328,0.19,2.2300144001592104,0.17029386365926402,4.898979485566356,11.916375287812984,0.992,3.22,0.45,2.509599262378372,0
1,7.2,-1.9661128563728327,0.32,0.7419373447293773,0.14832396974191325,6.928203230275509,10.770329614269007,0.99218,3.04,0.67,2.302585092994046,0
1,8.1,-1.6094379124341003,0.28,0.6418538861723948,0.15165750888103102,7.0,9.327379053088816,0.99062,2.92,0.36,2.4069451083182885,0
1,5.8,-1.9661128563728327,0.15,1.9600947840472698,0.20493901531919198,5.196152422706632,11.090536506409418,0.99362,3.06,0.6,2.2925347571405443,0
1,4.8,-1.5606477482646683,0.21,2.4159137783010487,0.19235384061671346,4.123105625617661,10.583005244258363,0.99324,3.66,0.48,2.501435951739211,1
1,7.5,-1.0788096613719298,0.24,1.5789787049493917,0.17606816861659008,2.23606797749979,5.830951894845301,0.99098,3.01,0.36,2.468099531471619,0
1,6.6,-0.4462871026284195,0.28,1.6863989535702288,0.17888543819998318,4.358898943540674,8.831760866327848,0.99036,3.11,0.62,2.5572273113676265,0
1,7.0,-0.7339691750802004,0.12,1.7047480922384253,0.22360679774997896,4.795831523312719,9.273618495495704,0.99398,2.86,0.35,2.1972245773362196,0
1,7.6,-0.9942522733438669,0.34,1.4350845252893227,0.1673320053068151,6.48074069840786,12.727922061357855,0.9903,3.01,0.33,2.517696472610991,0
1,8.0,-1.3862943611198906,0.27,2.3702437414678603,0.18973665961010275,3.872983346207417,9.219544457292887,0.99406,2.99,0.36,2.4159137783010487,0
1,7.6,-0.9675840262617056,0.28,1.6486586255873816,0.17029386365926402,2.6457513110645907,10.583005244258363,0.9906,3.0,0.41,2.533696813957432,0
1,6.9,-1.3470736479666092,0.27,1.6486586255873816,0.17606816861659008,4.47213595499958,8.94427190999916,0.99089,3.12,0.39,2.4423470353692043,0
1,7.8,-1.8971199848858813,0.34,0.7419373447293773,0.18708286933869708,5.5677643628300215,9.643650760992955,0.99096,3.07,0.72,2.424802725718295,1
1,5.9,-0.4231200433468851,0.0,1.8870696490323797,0.1816590212458495,2.8284271247461903,5.5677643628300215,0.9936,3.32,0.51,2.3513752571634776,0
1,7.8,-1.171182981502945,0.4,0.9555114450274363,0.16431676725154984,4.47213595499958,9.327379053088816,0.9911,3.15,0.48,2.4765384001174837,0
1,8.1,-1.7719568419318752,0.21,0.9555114450274363,0.18973665961010275,4.898979485566356,10.908712114635714,0.99396,3.18,0.52,2.312535423847214,0
1,6.8,-1.7147984280919266,0.28,0.7419373447293773,0.16431676725154984,5.656854249492381,10.583005244258363,0.99089,3.15,0.45,2.3978952727983707,1
1,7.4,-1.2729656758128873,0.36,2.747270914255491,0.21908902300206645,5.916079783099616,12.68857754044952,0.9968,3.14,0.56,2.3608540011180215,0
1,7.3,-1.4696759700589417,0.27,1.2809338454620642,0.18708286933869708,6.244997998398398,10.954451150103322,0.99138,3.04,0.59,2.424802725718295,1
1,6.7,-1.5141277326297755,0.22,0.7884573603642702,0.19493588689617927,2.23606797749979,11.135528725660043,0.99098,3.1,0.37,2.4159137783010487,0
1,7.4,-1.3862943611198906,0.28,2.1102132003465894,0.1673320053068151,3.7416573867739413,8.831760866327848,0.99238,2.94,0.37,2.4423470353692043,1
1,7.5,-1.2039728043259361,0.21,2.0215475632609334,0.161245154965971,5.744562646538029,11.958260743101398,0.99244,2.92,0.35,2.4069451083182885,0
1,7.2,-1.3470736479666092,0.24,2.0794415416798357,0.15165750888103102,4.358898943540674,11.40175425099138,0.99176,3.14,0.49,2.5494451709255714,1
1,6.3,-1.1394342831883648,0.32,0.9162907318741551,0.19235384061671346,3.4641016151377544,8.717797887081348,0.98993,3.3,0.46,2.509599262378372,0
1,7.7,-1.4271163556401458,0.3,0.8754687373538999,0.2024845673131659,3.872983346207417,10.099504938362077,0.9929,3.26,0.53,2.341805806147327,0
1,7.0,-1.4271163556401458,0.35,0.6931471805599453,0.17888543819998318,6.48074069840786,10.198039027185569,0.98988,3.16,0.37,2.4595888418037104,1
1,5.8,-1.2729656758128873,0.28,1.6486586255873816,0.20976176963403032,7.211102550927978,12.569805089976535,0.992,3.35,0.44,2.3702437414678603,1
1,6.6,-1.6607312068216509,0.35,0.9162907318741551,0.19235384061671346,6.082762530298219,10.344080432788601,0.99006,3.18,0.68,2.4849066497880004,1
1,6.4,-1.2729656758128873,0.36,0.832909122935104,0.23021728866442676,5.291502622129181,13.638181696985855,0.99211,3.31,0.45,2.379546134130174,0
1,5.6,-1.2729656758128873,0.27,1.589235205116581,0.2073644135332772,7.211102550927978,12.569805089976535,0.99202,3.35,0.44,2.3702437414678603,1
1,5.6,-1.2729656758128873,0.28,1.6486586255873816,0.20976176963403032,7.211102550927978,12.569805089976535,0.992,3.35,0.44,2.3702437414678603,1
1,6.8,-1.6607312068216509,0.32,2.151762203259462,0.22135943621178655,6.082762530298219,10.344080432788601,0.99332,3.12,0.44,2.3702437414678603,1
1,7.2,-1.8325814637483102,0.29,0.6931471805599453,0.17606816861659008,6.324555320336759,11.090536506409418,0.98958,3.12,0.4,2.4932054526026954,1
1,6.6,-1.7719568419318752,0.28,0.7419373447293773,0.18439088914585774,7.416198487095663,10.392304845413264,0.98939,3.0,0.52,2.4765384001174837,1
1,6.6,-1.6607312068216509,0.28,2.5494451709255714,0.20493901531919198,7.3484692283495345,11.704699910719626,0.99492,3.18,0.37,2.379546134130174,0
1,5.8,-1.6094379124341003,0.24,0.8754687373538999,0.1816590212458495,8.06225774829855,13.0,0.99043,3.59,0.56,2.509599262378372,1
1,6.6,-0.941608539858445,0.38,2.3702437414678603,0.23021728866442676,7.0,15.033296378372908,0.99787,3.3,0.57,2.2407096892759584,0
1,6.8,-2.120263536200091,0.3,2.631888840136646,0.22135943621178655,5.656854249492381,9.38083151964686,0.99654,3.2,0.35,2.2925347571405443,0
1,6.6,-1.2207799226423173,0.24,0.9555114450274363,0.19748417658131498,5.385164807134504,11.832159566199232,0.99304,3.35,0.61,2.341805806147327,1
1,6.6,-1.3470736479666092,0.24,2.1041341542702074,0.19493588689617927,5.291502622129181,11.704699910719626,0.9952,3.35,0.6,2.341805806147327,0
1,7.0,-1.1394342831883648,0.27,2.0918640616783932,0.16431676725154984,6.082762530298219,11.045361017187261,0.99165,3.15,0.6,2.533696813957432,1
1,7.4,-1.0216512475319814,0.23,1.0647107369924282,0.130384048104053,5.5677643628300215,8.306623862918075,0.9892,2.93,0.36,2.5257286443082556,0
1,6.7,-1.0498221244986778,0.48,2.2823823856765264,0.23664319132398465,5.916079783099616,12.922847983320086,0.99628,3.04,0.47,2.2407096892759584,0
1,6.4,-0.9675840262617056,0.24,2.1041341542702074,0.216794833886788,6.4031242374328485,12.288205727444508,0.99604,3.11,0.6,2.2192034840549946,0
1,6.8,-1.9661128563728327,0.18,0.8754687373538999,0.216794833886788,5.477225575051661,9.486832980505138,0.99164,3.27,0.54,2.4159137783010487,0
1,7.0,-1.8325814637483102,0.25,2.72785282839839,0.20976176963403032,5.196152422706632,12.206555615733702,0.998,2.91,0.46,2.2192034840549946,0
1,6.8,-1.8325814637483102,0.18,1.0296194171811581,0.21447610589527216,5.5677643628300215,10.677078252031311,0.99226,3.27,0.55,2.379546134130174,0
1,7.2,-1.4271163556401458,0.3,0.7884573603642702,0.19235384061671346,3.3166247903554,9.746794344808963,0.98914,2.96,0.36,2.5257286443082556,0
1,7.7,-1.1394342831883648,0.61,2.5494451709255714,0.2024845673131659,8.12403840463596,13.711309200802088,0.99794,3.0,0.54,2.2300144001592104,0
1,7.0,-1.2378743560016174,0.33,0.6418538861723948,0.2024845673131659,4.47213595499958,10.816653826391969,0.99048,3.21,0.5,2.4336133554004498,0
1,7.1,-1.3093333199837622,0.24,2.6100697927420065,0.20976176963403032,6.928203230275509,10.862780491200215,0.99726,3.04,0.56,2.302585092994046,1
1,6.6,-1.0216512475319814,0.28,1.9600947840472698,0.17029386365926402,3.4641016151377544,9.643650760992955,0.99054,3.19,0.27,2.5494451709255714,1
1,6.6,-1.2039728043259361,0.25,2.1972245773362196,0.18973665961010275,4.58257569495584,11.135528725660043,0.99362,3.06,0.38,2.379546134130174,0
1,7.6,-1.171182981502945,0.27,2.2823823856765264,0.14491376746189438,7.54983443527075,12.489995996796797,0.99442,3.08,0.38,2.3978952727983707,1
1,5.8,-0.5447271754416722,0.0,0.9162907318741551,0.1414213562373095,5.744562646538029,9.797958971132712,0.98918,3.29,0.38,2.517696472610991,0
1,6.5,-1.3470736479666092,0.39,0.8754687373538999,0.1414213562373095,3.4641016151377544,8.12403840463596,0.99089,3.25,0.75,2.424802725718295,1
1,8.7,-1.2039728043259361,0.34,1.7578579175523736,0.1341640786499874,4.795831523312719,11.269427669584644,0.99474,3.12,0.49,2.4159137783010487,1
1,6.4,-1.2378743560016174,0.32,1.2237754316221157,0.11832159566199232,5.830951894845301,9.433981132056603,0.99008,3.24,0.66,2.5257286443082556,1
1,6.7,-2.0402208285265546,0.32,1.547562508716013,0.130384048104053,5.656854249492381,9.9498743710662,0.99348,3.12,0.44,2.302585092994046,0
1,6.8,-1.6607312068216509,0.33,1.7749523509116738,0.216794833886788,6.48074069840786,11.40175425099138,0.99283,3.12,0.56,2.3978952727983707,0
1,6.4,-1.4271163556401458,0.23,1.0986122886681098,0.21447610589527216,5.477225575051661,11.532562594670797,0.9908,3.12,0.54,2.4336133554004498,1
1,5.9,-1.7147984280919266,0.28,1.8082887711792655,0.19748417658131498,7.0710678118654755,11.789826122551595,0.99165,3.16,0.44,2.424802725718295,0
1,7.2,-1.1086626245216111,0.22,1.7047480922384253,0.17606816861659008,3.1622776601683795,8.54400374531753,0.99076,2.97,0.52,2.501435951739211,1
1,6.4,-1.2378743560016174,0.24,1.4350845252893227,0.19235384061671346,5.5677643628300215,9.746794344808963,0.98942,2.9,0.66,2.533696813957432,1
1,7.3,-1.171182981502945,0.25,2.0347056478384444,0.17888543819998318,5.477225575051661,11.74734012447073,0.99244,2.9,0.37,2.4069451083182885,0
1,7.0,-1.2378743560016174,0.37,0.9555114450274363,0.18708286933869708,5.830951894845301,11.224972160321824,0.99058,3.26,0.47,2.509599262378372,0
1,6.9,-1.6607312068216509,0.6,1.6094379124341003,0.19235384061671346,2.449489742783178,11.045361017187261,0.99255,2.92,0.59,2.341805806147327,0
1,6.6,-2.4651040224918206,0.33,0.8754687373538999,0.18973665961010275,4.123105625617661,10.44030650891055,0.99306,3.27,0.61,2.2512917986064953,0
1,6.8,-1.7147984280919266,0.32,2.1041341542702074,0.216794833886788,4.123105625617661,10.44030650891055,0.99498,3.42,0.44,2.341805806147327,0
1,6.8,-0.6539264674066639,0.26,1.9021075263969205,0.19493588689617927,5.196152422706632,11.40175425099138,0.99,3.11,0.27,2.5649493574615367,1
1,7.1,-1.2729656758128873,0.28,2.2512917986064953,0.17320508075688773,5.0,13.820274961085254,0.99338,3.16,0.46,2.501435951739211,1
1,5.7,-1.8971199848858813,0.47,2.517696472610991,0.18708286933869708,7.0,11.313708498984761,0.99456,3.03,0.34,2.3513752571634776,1
1,5.8,-1.2909841813155656,0.3,1.8562979903656263,0.2073644135332772,6.4031242374328485,12.206555615733702,0.9926,3.33,0.42,2.379546134130174,1
1,5.4,-0.6348782724359695,0.16,1.308332819650179,0.18973665961010275,5.830951894845301,11.313708498984761,0.98856,3.2,0.53,2.580216829592325,1
1,5.8,-1.1394342831883648,0.28,1.667706820558076,0.17888543819998318,6.782329983125268,10.723805294763608,0.98946,3.16,0.57,2.5649493574615367,1
